a,b,ida,idb,nSites,J9,J8,J7,J6,J5,J4,J3,J2,J1,rab,Fa,Fb,theta,inbred_relatedness_1_2,inbred_relatedness_2_1,fraternity,identity,zygosity,2of3_IDB,F_diff_a_b,loglh,nIter,bestoptimll,coverage,2dsfs,R0,R1,KING,2dsfs_loglike,2dsfsf_niter
36,37,mx_045.trim.unal.bt2.bam,mx_046.trim.unal.bt2.bam,9521,0.857054,0.043883,0.022378,0.059185,0,0.006853,0.000027,0.007959,0.00266,0.047001,0.0175,0.069805,0.024834,0.002674,0.002661,0.030338,0.00266,0.032998,0.087986,-0.026166,-12187.66963,62,-1,0.922488,"5.238213e-01,1.388901e-01,2.701889e-02,1.496867e-01,8.804873e-02,2.312104e-02,2.196526e-02,1.818352e-02,9.264429e-03",0.55633,0.232401,-0.019605,-13676.98678,14
36,38,mx_045.trim.unal.bt2.bam,mx_047.trim.unal.bt2.bam,9109,0.929516,0.003548,0.027202,0.026249,0,0.000066,0.000004,0.01341,0.000005,0.028984,0.013484,0.039664,0.014495,0.000007,0.000005,0.040611,0.000005,0.040616,0.055552,-0.013092,-11534.96821,598,-1,0.88257,"5.137335e-01,1.504760e-01,2.586338e-02,1.463028e-01,9.170479e-02,2.326578e-02,2.264675e-02,1.790579e-02,8.101269e-03",0.528981,0.237294,-0.010195,-12973.79062,14
36,39,mx_045.trim.unal.bt2.bam,mx_049.trim.unal.bt2.bam,9586,0.864063,0,0,0.11678,0,0.008874,0,0.010282,0,0,0.019157,0.127063,0,0,0,0.010282,0,0.010282,0.07311,-0.053953,-12653.83211,182,-1,0.928786,"5.026608e-01,1.488583e-01,3.821122e-02,1.614596e-01,7.289060e-02,2.580231e-02,2.642578e-02,1.738068e-02,6.310633e-03",0.886767,0.174322,-0.112929,-14270.69957,11
36,40,mx_045.trim.unal.bt2.bam,mx_050.trim.unal.bt2.bam,9616,0.826496,0,0,0.15122,0,0.022223,0,0.000061,0,0,0.022284,0.151281,0,0,0,0.000061,0,0.000061,0.086783,-0.064498,-12957.17413,58,-1,0.931693,"4.964623e-01,1.470650e-01,4.537147e-02,1.607606e-01,7.333979e-02,2.654335e-02,2.450577e-02,2.030193e-02,5.649717e-03",0.952788,0.172748,-0.132472,-14496.2541,11
36,41,mx_045.trim.unal.bt2.bam,mx_051.trim.unal.bt2.bam,9480,0.756614,0,0,0.220311,0,0.023033,0,0.000042,0,0,0.023076,0.220353,0,0,0,0.000042,0,0.000042,0.121714,-0.098639,-13247.78554,106,-1,0.918516,"4.765198e-01,1.534470e-01,5.827433e-02,1.648998e-01,6.315891e-02,3.352206e-02,2.719468e-02,1.585524e-02,7.128227e-03",1.353238,0.139364,-0.218158,-14634.03623,14
36,42,mx_045.trim.unal.bt2.bam,mx_052.trim.unal.bt2.bam,9113,0.899287,0,0,0.07892,0,0.00105,0,0.020744,0,0,0.021793,0.099664,0,0,0,0.020744,0,0.020744,0.060729,-0.038935,-12196.34677,182,-1,0.882957,"4.663108e-01,1.736245e-01,4.988077e-02,1.601359e-01,7.816177e-02,2.185283e-02,2.558540e-02,1.754890e-02,6.899183e-03",0.965513,0.174224,-0.137436,-13548.71383,14
36,43,mx_045.trim.unal.bt2.bam,mx_053.trim.unal.bt2.bam,9570,0.73398,0,0,0.235547,0,0.000034,0,0.030439,0,0,0.030473,0.265986,0,0,0,0.030439,0,0.030439,0.148229,-0.117757,-13339.60104,170,-1,0.927236,"4.838869e-01,1.408790e-01,6.477731e-02,1.639242e-01,6.545772e-02,3.065378e-02,3.078420e-02,1.135516e-02,8.281718e-03",1.459897,0.147969,-0.263048,-14740.20622,14
36,44,mx_045.trim.unal.bt2.bam,mx_054.trim.unal.bt2.bam,9545,0.821516,0,0,0.155766,0,0.000097,0,0.022621,0,0,0.022718,0.178388,0,0,0,0.022621,0,0.022621,0.100553,-0.077835,-13193.364,82,-1,0.924813,"4.770692e-01,1.558595e-01,5.551034e-02,1.625627e-01,7.183721e-02,2.751306e-02,2.829286e-02,1.471996e-02,6.635128e-03",1.166571,0.161629,-0.189894,-14631.10649,14
36,45,mx_045.trim.unal.bt2.bam,mx_055.trim.unal.bt2.bam,9574,0.733285,0,0,0.243766,0,0.000288,0,0.022662,0,0,0.02295,0.266428,0,0,0,0.022662,0,0.022662,0.144689,-0.121739,-13483.81373,134,-1,0.927623,"4.819976e-01,1.406242e-01,6.663969e-02,1.613868e-01,6.783017e-02,3.178009e-02,2.808877e-02,1.395026e-02,7.702379e-03",1.396554,0.153299,-0.251606,-14825.08573,11
36,46,mx_045.trim.unal.bt2.bam,mx_056.trim.unal.bt2.bam,9567,0.744906,0,0.000003,0.233769,0,0.000516,0,0.020805,0,0.000004,0.021322,0.254574,0.000002,0,0,0.020809,0,0.020809,0.137952,-0.116626,-13477.05887,242,-1,0.926945,"4.808309e-01,1.440577e-01,6.455673e-02,1.616247e-01,6.782174e-02,3.106600e-02,2.751828e-02,1.423048e-02,8.293497e-03",1.357603,0.153078,-0.239053,-14823.63773,14
36,47,mx_045.trim.unal.bt2.bam,mx_057.trim.unal.bt2.bam,9186,0.96041,0,0,0.014449,0,0.000428,0,0.024711,0.000001,0.000001,0.02514,0.039162,0.000001,0.000001,0.000001,0.024711,0.000001,0.024713,0.032151,-0.007011,-11687.34349,206,-1,0.89003,"5.022154e-01,1.553690e-01,3.111880e-02,1.530572e-01,8.743118e-02,1.983268e-02,2.698606e-02,1.838271e-02,5.606928e-03",0.664578,0.216015,-0.055184,-13097.86638,14
36,48,mx_045.trim.unal.bt2.bam,mx_058.trim.unal.bt2.bam,9598,0.823225,0.000004,0,0.155736,0,0.005062,0,0.014882,0.001091,0.001093,0.021035,0.171709,0.001092,0.001091,0.001091,0.014882,0.001091,0.015973,0.096374,-0.075337,-13018.04282,118,-1,0.929949,"5.031643e-01,1.419130e-01,4.355951e-02,1.524267e-01,7.662339e-02,3.180220e-02,2.283103e-02,1.776520e-02,9.914656e-03",0.866453,0.186751,-0.112958,-14511.23196,10
36,49,mx_045.trim.unal.bt2.bam,mx_059.trim.unal.bt2.bam,9643,0.856728,0.013284,0.031349,0.074906,0,0.000043,0.012884,0.010807,0,0.047654,0.023734,0.085713,0.025437,0.006442,0,0.042156,0,0.042156,0.099156,-0.037431,-12697.57393,255,-1,0.934309,"5.197836e-01,1.398100e-01,2.967818e-02,1.490846e-01,8.934965e-02,2.201442e-02,2.120719e-02,2.056205e-02,8.510429e-03",0.569508,0.233682,-0.024347,-14134.79471,14
36,50,mx_045.trim.unal.bt2.bam,mx_060.trim.unal.bt2.bam,9650,0.807195,0.100354,0.000001,0.072166,0.000023,0.02026,0.000002,0,0,0.050197,0.020262,0.072189,0.025101,0.000001,0.000011,0.000001,0,0.000001,0.096416,-0.025953,-12601.30754,1146,-1,0.934987,"5.189047e-01,1.420055e-01,2.694864e-02,1.481460e-01,8.808329e-02,2.542539e-02,2.097998e-02,2.150051e-02,8.006035e-03",0.544128,0.228784,-0.015147,-14136.11701,14
36,51,mx_045.trim.unal.bt2.bam,mx_061.trim.unal.bt2.bam,9619,0.850311,0,0,0.116051,0,0.000006,0,0.033631,0,0,0.033636,0.149682,0,0,0,0.033631,0,0.033631,0.09166,-0.058023,-12877.25589,74,-1,0.931983,"5.094522e-01,1.401526e-01,3.963709e-02,1.541813e-01,8.028670e-02,2.607125e-02,2.643748e-02,1.649915e-02,7.282224e-03",0.822983,0.199233,-0.104251,-14337.73658,14
36,52,mx_045.trim.unal.bt2.bam,mx_062.trim.unal.bt2.bam,9634,0.816635,0.068776,0.012593,0.062573,0.020834,0.008839,0,0.004265,0.005486,0.068092,0.01859,0.093158,0.039393,0.005486,0.015903,0.016858,0.005486,0.022344,0.113271,-0.026867,-12645.04673,106,-1,0.933437,"5.232452e-01,1.402898e-01,2.611187e-02,1.485396e-01,8.610044e-02,2.611570e-02,1.946126e-02,1.996636e-02,1.016969e-02",0.529302,0.226292,-0.00995,-14072.04199,10
36,53,mx_045.trim.unal.bt2.bam,mx_063.trim.unal.bt2.bam,9659,0.807296,0.091978,0.000003,0.080383,0.000002,0.00765,0.012656,0.000031,0.000001,0.055486,0.020338,0.080418,0.029326,0.006329,0.000002,0.000034,0.000001,0.000035,0.102699,-0.036367,-12611.1925,66,-1,0.935859,"5.232580e-01,1.381974e-01,2.739266e-02,1.514165e-01,8.520816e-02,2.439804e-02,1.900084e-02,2.162596e-02,9.502478e-03",0.544473,0.22304,-0.014976,-14118.48572,13
36,54,mx_045.trim.unal.bt2.bam,mx_064.trim.unal.bt2.bam,9623,0.873655,0,0,0.100194,0,0.000097,0,0.026053,0,0,0.026151,0.126247,0,0,0,0.026053,0,0.026053,0.076199,-0.050048,-12859.23937,158,-1,0.932371,"4.957038e-01,1.516407e-01,4.129541e-02,1.620220e-01,7.459687e-02,2.405683e-02,2.911277e-02,1.583692e-02,5.734678e-03",0.943849,0.175951,-0.131714,-14448.27973,11
36,55,mx_045.trim.unal.bt2.bam,mx_065.trim.unal.bt2.bam,9031,0.91027,0.059898,0.014057,0,0,0.014005,0.00177,0,0.000001,0.045334,0.015776,0.000001,0.022889,0.000886,0.000001,0.014057,0.000001,0.014058,0.052779,0.007002,-11143.5686,166,-1,0.875012,"5.081769e-01,1.628699e-01,1.845630e-02,1.408093e-01,1.024781e-01,1.778588e-02,1.872255e-02,2.388706e-02,6.813987e-03",0.362798,0.267895,0.051099,-12556.94866,18
36,56,mx_045.trim.unal.bt2.bam,mx_066.trim.unal.bt2.bam,9135,0.970129,0,0.012553,0,0.000001,0.003123,0.009596,0.004597,0,0.019752,0.017317,0.004598,0.011076,0.004798,0.000001,0.017151,0,0.017151,0.02831,0.001561,-11466.92929,182,-1,0.885089,"5.091573e-01,1.570053e-01,2.387359e-02,1.491139e-01,9.498074e-02,1.697209e-02,2.081181e-02,2.052892e-02,7.556381e-03",0.470468,0.244603,0.010514,-12877.77049,14
36,57,mx_045.trim.unal.bt2.bam,mx_067.trim.unal.bt2.bam,9560,0.792926,0,0,0.184925,0.000001,0.000205,0,0.021943,0,0.000001,0.022148,0.206869,0,0,0,0.021943,0,0.021943,0.114509,-0.09236,-13280.64008,146,-1,0.926267,"4.815738e-01,1.490824e-01,5.798018e-02,1.608522e-01,6.966224e-02,3.071021e-02,2.630493e-02,1.582866e-02,8.005453e-03",1.209911,0.158051,-0.199493,-14745.12127,11
36,58,mx_045.trim.unal.bt2.bam,mx_068.trim.unal.bt2.bam,9545,0.925625,0,0,0.055842,0,0.001938,0,0.016595,0.000001,0.000001,0.018534,0.072438,0.000001,0.000001,0.000001,0.016595,0.000001,0.016596,0.045486,-0.026952,-12602.26993,182,-1,0.924813,"4.969724e-01,1.590959e-01,3.431318e-02,1.546378e-01,8.160901e-02,2.394079e-02,2.821447e-02,1.565881e-02,5.557727e-03",0.766186,0.196241,-0.084108,-14139.05551,14
36,59,mx_045.trim.unal.bt2.bam,mx_069.trim.unal.bt2.bam,9552,0.763957,0,0.000001,0.205472,0,0.000024,0,0.030547,0,0.000001,0.030571,0.236019,0,0,0,0.030547,0,0.030547,0.133295,-0.102724,-13300.93764,114,-1,0.925492,"4.846318e-01,1.437573e-01,6.057787e-02,1.596279e-01,7.044903e-02,3.099738e-02,3.134058e-02,1.197017e-02,6.648026e-03",1.304751,0.160743,-0.232709,-14709.01997,14
36,60,mx_045.trim.unal.bt2.bam,mx_070.trim.unal.bt2.bam,9715,0.979184,0.000017,0,0,0,0.020799,0,0,0,0.000009,0.020799,0,0.000004,0,0,0,0,0,0.010408,0.010399,-12692.35805,86,-1,0.941285,"4.326602e-01,2.509819e-01,5.202071e-03,1.101270e-01,1.457893e-01,5.333193e-03,1.510130e-02,3.308278e-02,1.722239e-03",0.139265,0.347259,0.152195,-13963.90533,14
36,61,mx_045.trim.unal.bt2.bam,mx_071.trim.unal.bt2.bam,9311,0.813701,0,0,0.16587,0,0.000065,0,0.020364,0,0,0.020429,0.186234,0,0,0,0.020364,0,0.020364,0.103332,-0.082902,-12666.90193,98,-1,0.902141,"4.780169e-01,1.564984e-01,5.429539e-02,1.652987e-01,6.978234e-02,2.707147e-02,2.931136e-02,1.251803e-02,7.207427e-03",1.198107,0.156817,-0.194492,-14001.87434,14
36,62,mx_045.trim.unal.bt2.bam,mx_072.trim.unal.bt2.bam,9598,0.820278,0.000001,0,0.161579,0,0.017935,0.000002,0.000204,0.000002,0.000003,0.018142,0.161784,0.000003,0.000002,0.000002,0.000204,0.000002,0.000206,0.089965,-0.071822,-12839.68148,114,-1,0.929949,"4.975475e-01,1.462871e-01,4.406355e-02,1.635369e-01,7.041582e-02,2.810725e-02,2.688639e-02,1.607669e-02,7.078889e-03",1.007585,0.165701,-0.144459,-14404.99132,14
36,63,mx_045.trim.unal.bt2.bam,mx_073.trim.unal.bt2.bam,9053,0.860954,0.068809,0.012999,0.033613,0,0.004388,0.010319,0.008917,0.000001,0.055144,0.023625,0.042531,0.028862,0.005161,0.000001,0.021916,0.000001,0.021917,0.085641,-0.014612,-11277.72663,110,-1,0.877144,"5.208444e-01,1.448617e-01,2.503924e-02,1.412685e-01,9.351344e-02,2.408791e-02,2.078689e-02,2.131617e-02,8.281741e-03",0.490049,0.247809,0.003589,-12634.35487,18
36,64,mx_045.trim.unal.bt2.bam,mx_074.trim.unal.bt2.bam,7759,0.906768,0,0,0.060692,0,0.000028,0,0.032509,0.000003,0.000003,0.03254,0.093204,0.000003,0.000003,0.000003,0.032509,0.000003,0.032512,0.062872,-0.030332,-9640.537105,106,-1,0.751768,"4.928755e-01,1.512640e-01,3.899723e-02,1.591034e-01,8.446371e-02,2.096032e-02,2.949425e-02,1.472907e-02,8.112596e-03",0.810898,0.203749,-0.101982,-10828.12609,18
36,65,mx_045.trim.unal.bt2.bam,mx_075.trim.unal.bt2.bam,9649,0.836096,0.062976,0.025471,0.053653,0.001272,0.012096,0.004217,0.004218,0,0.061076,0.020531,0.059144,0.031224,0.002109,0.000636,0.029689,0,0.029689,0.099541,-0.020779,-12511.8636,102,-1,0.93489,"5.241379e-01,1.401086e-01,2.424739e-02,1.489619e-01,9.018718e-02,2.245654e-02,2.149597e-02,1.908228e-02,9.322225e-03",0.507205,0.239635,-0.002543,-14002.45592,14
36,66,mx_045.trim.unal.bt2.bam,mx_076.trim.unal.bt2.bam,4689,0.986995,0.000012,0,0.000002,0,0.012981,0.000009,0,0.000001,0.000013,0.012991,0.000003,0.000008,0.000005,0.000001,0,0.000001,0.000001,0.006507,0.006489,-5473.171836,62,-1,0.454316,"4.785655e-01,1.782245e-01,2.204942e-02,1.598194e-01,9.468539e-02,1.518851e-02,2.163179e-02,2.524541e-02,4.590090e-03",0.46133,0.224288,0.012896,-6149.95348,26
36,67,mx_045.trim.unal.bt2.bam,mx_077.trim.unal.bt2.bam,9584,0.872419,0,0,0.10992,0,0.014459,0,0.003202,0,0,0.017661,0.113123,0,0,0,0.003202,0,0.003202,0.065392,-0.047731,-12761.50195,70,-1,0.928592,"4.977533e-01,1.503782e-01,4.082846e-02,1.599518e-01,7.537127e-02,2.599331e-02,2.739372e-02,1.836678e-02,3.963167e-03",0.905148,0.17822,-0.120833,-14276.28392,14
36,68,mx_045.trim.unal.bt2.bam,mx_078.trim.unal.bt2.bam,9561,0.85607,0,0,0.120338,0,0.000156,0,0.023436,0,0,0.023592,0.143775,0,0,0,0.023436,0,0.023436,0.083683,-0.060091,-12644.9178,118,-1,0.926364,"5.036110e-01,1.456191e-01,3.955954e-02,1.608443e-01,7.353953e-02,2.699941e-02,2.889383e-02,1.385914e-02,7.074223e-03",0.930838,0.176873,-0.12817,-14224.10272,11
36,69,mx_045.trim.unal.bt2.bam,mx_079.trim.unal.bt2.bam,9378,0.904002,0.025584,0,0.017718,0.030636,0.015565,0.0033,0,0.003195,0.041439,0.02206,0.051549,0.026559,0.004845,0.018513,0,0.003195,0.003195,0.066564,-0.001077,-11997.00447,114,-1,0.908633,"5.155928e-01,1.522196e-01,2.262535e-02,1.476733e-01,8.650580e-02,2.545261e-02,2.018601e-02,2.087941e-02,8.865054e-03",0.494896,0.222359,0.001701,-13469.36332,11
36,70,mx_045.trim.unal.bt2.bam,mx_080.trim.unal.bt2.bam,9516,0.882409,0,0,0.098435,0,0.000487,0,0.018669,0,0,0.019156,0.117104,0,0,0,0.018669,0,0.018669,0.06813,-0.048974,-12630.55105,150,-1,0.922004,"4.992843e-01,1.506241e-01,3.784421e-02,1.548738e-01,8.067679e-02,2.660658e-02,2.637204e-02,1.615883e-02,7.559352e-03",0.795969,0.19559,-0.093709,-14122.93715,11
36,71,mx_045.trim.unal.bt2.bam,mx_081.trim.unal.bt2.bam,9474,0.901784,0,0,0.080284,0,0.017849,0,0.000083,0,0,0.017932,0.080367,0,0,0,0.000083,0,0.000083,0.04915,-0.031218,-12456.26943,106,-1,0.917934,"4.959500e-01,1.571848e-01,3.454112e-02,1.593912e-01,7.833703e-02,2.425362e-02,2.516587e-02,1.992683e-02,5.249579e-03",0.762181,0.186311,-0.079386,-13958.56041,14
36,72,mx_045.trim.unal.bt2.bam,mx_082.trim.unal.bt2.bam,9005,0.963378,0.020114,0.00268,0,0,0.012932,0.000895,0,0,0.013409,0.013827,0,0.006816,0.000448,0,0.00268,0,0.002681,0.020099,0.006466,-11392.84265,114,-1,0.872493,"4.790090e-01,1.939913e-01,1.364231e-02,1.363951e-01,1.162486e-01,1.130631e-02,1.836795e-02,2.738906e-02,3.650316e-03",0.27536,0.28983,0.086818,-12711.9858,14
36,73,mx_045.trim.unal.bt2.bam,mx_083.trim.unal.bt2.bam,9112,0.918491,0.058104,0.000155,0,0,0.005945,0.017286,0.000002,0.000018,0.042189,0.02325,0.00002,0.023264,0.008661,0.000018,0.000156,0.000018,0.000174,0.049485,0.002972,-11300.40799,78,-1,0.88286,"5.190296e-01,1.518150e-01,1.876331e-02,1.504493e-01,9.123321e-02,1.885642e-02,1.861025e-02,2.409286e-02,7.150042e-03",0.409649,0.238464,0.031243,-12697.85496,14
36,74,mx_045.trim.unal.bt2.bam,mx_084.trim.unal.bt2.bam,8009,0.891346,0.073454,0.013538,0,0,0.021656,0,0,0.000006,0.050271,0.021662,0.000006,0.025139,0.000006,0.000006,0.013538,0.000006,0.013545,0.061099,0.010828,-9611.414033,106,-1,0.775991,"5.162452e-01,1.493325e-01,1.994157e-02,1.420524e-01,1.021306e-01,1.855174e-02,1.968400e-02,2.567288e-02,6.389108e-03",0.387989,0.272178,0.04238,-10794.23192,18
36,75,mx_045.trim.unal.bt2.bam,mx_085.trim.unal.bt2.bam,8972,0.908131,0.076301,0,0,0,0.015529,0.000039,0,0,0.038179,0.015568,0,0.019095,0.000019,0,0,0,0,0.045954,0.007765,-11193.13469,1642,-1,0.869296,"4.911322e-01,1.814978e-01,1.413827e-02,1.360681e-01,1.089852e-01,1.840130e-02,1.725389e-02,2.767971e-02,4.843513e-03",0.288041,0.275885,0.079435,-12579.90905,15
36,76,mx_045.trim.unal.bt2.bam,mx_087.trim.unal.bt2.bam,4623,0.986108,0.000002,0,0,0,0.01389,0,0,0,0.000001,0.01389,0,0.000001,0,0,0,0,0,0.006946,0.006945,-5481.300624,106,-1,0.447922,"4.383725e-01,2.417801e-01,6.403769e-07,1.400082e-01,1.315419e-01,2.975117e-05,1.804058e-02,2.679909e-02,3.427263e-03",0.137152,0.308307,0.142116,-6016.948567,62
36,77,mx_045.trim.unal.bt2.bam,mx_089.trim.unal.bt2.bam,9557,0.888106,0.053874,0.031257,0.009366,0,0.000795,0.005956,0.010645,0,0.062661,0.017397,0.020012,0.032075,0.002978,0,0.041902,0,0.041902,0.079876,-0.004285,-12351.60865,118,-1,0.925976,"5.182710e-01,1.469512e-01,2.440814e-02,1.413259e-01,9.692567e-02,2.269162e-02,1.871646e-02,2.185247e-02,8.857513e-03",0.444924,0.257818,0.020272,-13855.86198,14
36,78,mx_045.trim.unal.bt2.bam,mx_090.trim.unal.bt2.bam,8988,0.905147,0.000913,0.049383,0.022827,0.007662,0,0.008194,0.004647,0.001227,0.062958,0.014069,0.036363,0.034075,0.005324,0.005058,0.054031,0.001227,0.055257,0.082983,-0.011413,-11353.05903,114,-1,0.870846,"5.159738e-01,1.473623e-01,2.371359e-02,1.457724e-01,9.688224e-02,2.026308e-02,1.986078e-02,1.994768e-02,1.022414e-02",0.449766,0.257037,0.018466,-12644.78914,14
36,79,mx_045.trim.unal.bt2.bam,mx_091.trim.unal.bt2.bam,6576,0.980397,0,0,0,0,0.0196,0,0,0.000001,0.000002,0.019602,0.000002,0.000001,0.000001,0.000001,0,0.000001,0.000002,0.009802,0.0098,-7930.183521,62,-1,0.637148,"4.717561e-01,1.884417e-01,2.768855e-02,1.409535e-01,1.099145e-01,1.233983e-02,2.412797e-02,2.173478e-02,3.042953e-03",0.471426,0.264672,0.010769,-8875.068461,26
36,80,mx_045.trim.unal.bt2.bam,mx_092.trim.unal.bt2.bam,7209,0.893447,0.001317,0.01201,0.070273,0,0,0.022952,0,0,0.029882,0.022953,0.070274,0.01781,0.011476,0,0.01201,0,0.01201,0.070757,-0.035137,-8681.337926,130,-1,0.698479,"5.148791e-01,1.446602e-01,2.986059e-02,1.488554e-01,8.971142e-02,2.255607e-02,1.915529e-02,2.274438e-02,7.577591e-03",0.546373,0.231315,-0.016055,-9720.685004,22
36,81,mx_045.trim.unal.bt2.bam,mx_093.trim.unal.bt2.bam,7968,0.869052,0.059753,0.000022,0.044661,0.000132,0.008142,0.006448,0.000506,0.011283,0.046117,0.026379,0.056582,0.029523,0.014507,0.011349,0.000528,0.011283,0.011811,0.074669,-0.01826,-9857.621153,110,-1,0.772018,"5.163354e-01,1.449560e-01,2.424670e-02,1.511533e-01,8.787117e-02,2.303841e-02,2.054742e-02,2.250109e-02,9.350509e-03",0.50977,0.227385,-0.003319,-10985.83465,18
36,82,mx_045.trim.unal.bt2.bam,mx_095.trim.unal.bt2.bam,4765,0.958655,0.011813,0.016091,0,0,0.000124,0.013317,0,0,0.031985,0.013441,0,0.017658,0.006659,0,0.016091,0,0.016091,0.035377,0.000062,-5580.012684,370,-1,0.46168,"4.993719e-01,1.593742e-01,2.392061e-02,1.351213e-01,1.119763e-01,2.096279e-02,1.864251e-02,2.477166e-02,5.858759e-03",0.380108,0.292524,0.047591,-6281.735327,22
36,83,mx_045.trim.unal.bt2.bam,mx_096.trim.unal.bt2.bam,1583,0.932009,0,0,0.04121,0.000001,0,0,0.026779,0.000001,0.000002,0.02678,0.067991,0.000002,0.000001,0.000002,0.026779,0.000001,0.02678,0.047386,-0.020605,-1829.044777,102,-1,0.153377,"4.908804e-01,1.521253e-01,4.257420e-02,1.656500e-01,9.095528e-02,1.111440e-02,2.759341e-02,6.989686e-03,1.211732e-02",0.771452,0.224002,-0.095367,-2020.291889,35
36,84,mx_045.trim.unal.bt2.bam,mx_097.trim.unal.bt2.bam,9615,0.821843,0.069785,0.009984,0.076312,0,0.007952,0,0.014124,0,0.044877,0.022076,0.090436,0.022438,0,0,0.024108,0,0.024108,0.101133,-0.03418,-12678.98537,86,-1,0.931596,"5.203590e-01,1.370635e-01,3.028390e-02,1.450189e-01,8.880467e-02,2.788103e-02,2.102799e-02,2.081953e-02,8.741514e-03",0.577806,0.232415,-0.027182,-14225.58325,14
36,85,mx_045.trim.unal.bt2.bam,mx_100.trim.unal.bt2.bam,8765,0.923894,0,0,0.062027,0,0.014077,0,0,0.000002,0.000002,0.014079,0.062029,0.000002,0.000002,0.000002,0,0.000002,0.000002,0.038054,-0.023975,-11165.85489,98,-1,0.849239,"4.965595e-01,1.609915e-01,2.810974e-02,1.594754e-01,7.805968e-02,2.668083e-02,2.359678e-02,2.060847e-02,5.918155e-03",0.662397,0.186094,-0.048396,-12570.10975,14
36,86,mx_045.trim.unal.bt2.bam,mx_101.trim.unal.bt2.bam,495,0.897541,0,0,0.0668,0.035658,0,0,0,0.000001,0.026744,0.000001,0.102459,0.01783,0.000001,0.01783,0,0.000001,0.000001,0.069059,-0.0334,-544.486241,186,-1,0.04796,"5.132364e-01,1.285407e-01,3.270456e-02,1.609371e-01,1.039594e-01,1.959835e-02,2.999790e-02,1.834901e-08,1.102553e-02",0.603143,0.279627,-0.041481,-604.401688,50
36,87,mx_045.trim.unal.bt2.bam,mx_103.trim.unal.bt2.bam,1993,0.792309,0.108051,0.000001,0.04598,0.015708,0.037932,0.000006,0.000012,0,0.065813,0.037951,0.061701,0.034871,0.000003,0.007854,0.000013,0,0.000013,0.11171,-0.004024,-2236.113742,598,-1,0.193101,"5.258873e-01,1.582326e-01,1.300280e-02,1.517797e-01,6.825321e-02,3.411602e-02,2.018485e-02,1.668308e-02,1.186044e-02",0.486243,0.173232,0.003776,-2496.268417,26
36,88,mx_045.trim.unal.bt2.bam,mx_106.trim.unal.bt2.bam,9159,0.823521,0,0,0.157462,0,0.018961,0.000003,0.000054,0,0.000002,0.019017,0.157516,0.000001,0.000001,0,0.000054,0,0.000054,0.088268,-0.069251,-11861.95232,86,-1,0.887414,"5.047226e-01,1.434668e-01,4.212179e-02,1.664644e-01,6.695480e-02,2.658294e-02,2.487927e-02,1.890980e-02,5.897636e-03",1.000691,0.158501,-0.137018,-13279.7606,14
36,89,mx_045.trim.unal.bt2.bam,mx_107.trim.unal.bt2.bam,4113,0.879218,0.104561,0.000001,0.000004,0,0.016047,0.000158,0.000001,0.000011,0.05241,0.016217,0.000016,0.02623,0.00009,0.000011,0.000002,0.000011,0.000013,0.060476,0.008022,-4705.919611,50,-1,0.398508,"5.152221e-01,1.529774e-01,1.415199e-02,1.465021e-01,1.010496e-01,1.919288e-02,1.581278e-02,3.248786e-02,2.603294e-03",0.296535,0.265135,0.074323,-5265.126349,34
36,90,mx_045.trim.unal.bt2.bam,mx_109.trim.unal.bt2.bam,3284,0.890113,0.016798,0,0.079472,0,0.009322,0.000114,0,0.004181,0.012666,0.013617,0.083653,0.008438,0.004238,0.004181,0,0.004181,0.004181,0.057091,-0.035075,-3869.523739,90,-1,0.318186,"4.976261e-01,1.527979e-01,2.537744e-02,1.581260e-01,7.700997e-02,3.675205e-02,2.548189e-02,1.953383e-02,7.294801e-03",0.660425,0.184204,-0.047405,-4324.598094,37
36,91,mx_045.trim.unal.bt2.bam,mx_112.trim.unal.bt2.bam,6771,0.941595,0.038356,0.001734,0,0,0.018294,0.000012,0,0.000008,0.02093,0.018315,0.000008,0.01047,0.000014,0.000008,0.001734,0.000008,0.001743,0.03008,0.009147,-8154.01198,118,-1,0.656041,"4.964391e-01,1.686454e-01,1.786122e-02,1.405446e-01,1.102105e-01,1.483229e-02,2.029636e-02,2.710084e-02,4.069685e-03",0.346224,0.283113,0.059305,-9157.974106,22
36,92,mx_045.trim.unal.bt2.bam,mx_114.trim.unal.bt2.bam,9577,0.84745,0.043348,0.025988,0.063715,0,0.018676,0,0.000822,0,0.047662,0.019498,0.064537,0.023831,0,0,0.02681,0,0.02681,0.08968,-0.022519,-12588.08124,66,-1,0.927914,"5.141747e-01,1.455901e-01,2.788663e-02,1.457114e-01,9.252034e-02,2.425711e-02,2.150527e-02,1.971731e-02,8.637121e-03",0.533849,0.24052,-0.012038,-14084.21532,11
36,93,mx_045.trim.unal.bt2.bam,mx_115.trim.unal.bt2.bam,9593,0.790898,0.102284,0.019052,0.065969,0.001359,0.020374,0.000054,0.000009,0,0.071254,0.020437,0.067338,0.035804,0.000027,0.00068,0.019061,0,0.019061,0.114788,-0.022798,-12470.13087,114,-1,0.929464,"5.252657e-01,1.394065e-01,2.421527e-02,1.457178e-01,9.015481e-02,2.499354e-02,2.166614e-02,1.971064e-02,8.869659e-03",0.508918,0.239959,-0.003152,-13919.46351,13
